State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Kerala,1,2008,0,Arecanut,1577,955
Kerala,1,2008,0,Banana,563,3790
Kerala,1,2008,0,Black pepper,1357,126
Kerala,1,2008,0,Cashewnut,2150,668
Kerala,1,2008,0,Coconut ,38859,275000000
Kerala,1,2008,0,Dry ginger,81,203
Kerala,1,2008,0,Sugarcane,60,5530
Kerala,1,2008,0,Sweet potato,7,84
Kerala,1,2008,0,Tapioca,3272,95578
Kerala,1,2008,0,Turmeric,22,31
Kerala,1,2008,4,Rice,7267,21999
Kerala,1,2009,1,Rice,9128,28912
Kerala,1,2009,2,Sesamum,238,50
Kerala,1,2009,3,Rice,16820,46392
Kerala,1,2009,0,Arecanut,1711,1008
Kerala,1,2009,0,Banana,538,4322
Kerala,1,2009,0,Black pepper,1387,134
Kerala,1,2009,0,Cashewnut,2110,814
Kerala,1,2009,0,Coconut ,39816,257000000
Kerala,1,2009,0,Dry ginger,61,168
Kerala,1,2009,0,Sugarcane,66,5790
Kerala,1,2009,0,Sweet potato,4,48
Kerala,1,2009,0,Tapioca,2687,73478
Kerala,1,2009,0,Turmeric,12,21
Kerala,1,2009,4,Rice,7492,22672
Kerala,1,2010,1,Rice,10445.22,23855.73
Kerala,1,2010,2,Sesamum,43.05,5.7
Kerala,1,2010,3,Rice,22744.6,58234.49
Kerala,1,2010,0,Arecanut,1608.73,769.04
Kerala,1,2010,0,Banana,660.15,5202.36
Kerala,1,2010,0,Black pepper,1506.15,150.73
Kerala,1,2010,0,Cashewnut,2092.85,492.62
Kerala,1,2010,0,Coconut ,39343.71,263500000
Kerala,1,2010,0,Dry ginger,87.46,263.71
Kerala,1,2010,0,Sugarcane,54.25,4752
Kerala,1,2010,0,Tapioca,2788.49,76992.07
Kerala,1,2010,0,Turmeric,22.2,31.17
Kerala,1,2010,4,Rice,3869.68,9234.54
Kerala,1,2011,1,Rice,9966.03,30522.44
Kerala,1,2011,2,Sesamum,13.93,4.58
Kerala,1,2011,3,Rice,17169.79,53156.99
Kerala,1,2011,0,Arecanut,1615.43,659.29
Kerala,1,2011,0,Banana,454.95,3604.05
Kerala,1,2011,0,Black pepper,724.76,136.22
Kerala,1,2011,0,Cashewnut,2559.81,547.69
Kerala,1,2011,0,Coconut ,38555.94,219318000
Kerala,1,2011,0,Dry ginger,93.64,298.28
Kerala,1,2011,0,Potato,7,84
Kerala,1,2011,0,Sugarcane,94.93,8337.2
Kerala,1,2011,0,Tapioca,2450.86,61076.79
Kerala,1,2011,0,Turmeric,20.6,41.57
Kerala,1,2011,4,Rice,9115.09,28301.03
Kerala,1,2012,1,Rice,10758,32362
Kerala,1,2012,3,Rice,20325,57043
Kerala,1,2012,0,Arecanut,1387,682
Kerala,1,2012,0,Banana,631,5002
Kerala,1,2012,0,Black pepper,639,148
Kerala,1,2012,0,Cashewnut,2110,436
Kerala,1,2012,0,Coconut ,36986,233000000
Kerala,1,2012,0,Cowpea(Lobia),2,
Kerala,1,2012,0,Drum Stick,457,277
Kerala,1,2012,0,Dry ginger,89,261
Kerala,1,2012,0,Jack Fruit,2199,
Kerala,1,2012,0,Mango,3786,16221
Kerala,1,2012,0,Moong(Green Gram),33,
Kerala,1,2012,0,Papaya,1010,9255
Kerala,1,2012,0,Pineapple,81,569
Kerala,1,2012,0,Pump Kin,30,
Kerala,1,2012,0,Sesamum,60,23
Kerala,1,2012,0,Sugarcane,73,639
Kerala,1,2012,0,Sweet potato,2,21
Kerala,1,2012,0,Tapioca,2545,72919
Kerala,1,2012,0,Turmeric,33,63
Kerala,1,2012,4,Rice,5112,15188
Kerala,1,2012,4,Sesamum,60,23
Kerala,1,2013,1,Rice,6339,20589
Kerala,1,2013,3,Rice,19626,50082
Kerala,1,2013,0,Arecanut,1304,513
Kerala,1,2013,0,Banana,472,4481
Kerala,1,2013,0,Black pepper,663,158
Kerala,1,2013,0,Cashewnut,2118,433
Kerala,1,2013,0,Coconut ,36880,217000000
Kerala,1,2013,0,Drum Stick,482,292
Kerala,1,2013,0,Dry ginger,85,292
Kerala,1,2013,0,Mango,4179,18300
Kerala,1,2013,0,Moong(Green Gram),20,
Kerala,1,2013,0,Pump Kin,38,
Kerala,1,2013,0,Sesamum,41,12
Kerala,1,2013,0,Sugarcane,45,403
Kerala,1,2013,0,Sweet potato,3,33
Kerala,1,2013,0,Tapioca,2511,62212
Kerala,1,2013,0,Turmeric,31,63
Kerala,1,2013,4,Rice,11438,36195
Kerala,1,2014,1,Rice,11073,28432
Kerala,1,2014,3,Rice,18685,60549
Kerala,1,2014,0,Arecanut,1332,641
Kerala,1,2014,0,Banana,450,3733
Kerala,1,2014,0,Black pepper,614,147
Kerala,1,2014,0,Cashewnut,1921,318
Kerala,1,2014,0,Coconut ,35161,218000000
Kerala,1,2014,0,Cowpea(Lobia),8,
Kerala,1,2014,0,Drum Stick,494,334
Kerala,1,2014,0,Dry ginger,77,261
Kerala,1,2014,0,Mango,4123,20707
Kerala,1,2014,0,Moong(Green Gram),48,
Kerala,1,2014,0,Papaya,960,7925
Kerala,1,2014,0,Pineapple,72,681
Kerala,1,2014,0,Pump Kin,41,
Kerala,1,2014,0,Sesamum,62,16.87
Kerala,1,2014,0,Sugarcane,54.9,25
Kerala,1,2014,0,Sweet potato,7,75
Kerala,1,2014,0,Tapioca,2670,87834
Kerala,1,2014,0,Turmeric,36,78
Kerala,1,2014,4,Rice,4657,14114
Kerala,2,1997,0,Arecanut,3513,6148
Kerala,2,1997,0,Black pepper,6659,1114
Kerala,2,1997,0,Cashewnut,2389,1316
Kerala,2,1997,0,Coconut ,61016,382000
Kerala,2,1997,0,Tapioca,5732,134817
Kerala,2,1998,1,Rice,16822,28778
Kerala,2,1998,2,Sesamum,589,311
Kerala,2,1998,3,Rice,12446,19138
Kerala,2,1998,0,Arecanut,3604,1941
Kerala,2,1998,0,Banana,3026,41314
Kerala,2,1998,0,Black pepper,6039,1026
Kerala,2,1998,0,Cashewnut,1374,517
Kerala,2,1998,0,Coconut ,61719,345000000
Kerala,2,1998,0,Dry chillies,10,9
Kerala,2,1998,0,Dry ginger,442,1234
Kerala,2,1998,0,Sugarcane,12,840
Kerala,2,1998,0,Sweet potato,4,45
Kerala,2,1998,0,Tapioca,5021,140764
Kerala,2,1998,0,Turmeric,436,746
Kerala,2,1998,4,Rice,20462,36613
Kerala,2,1999,1,Rice,15467,31401
Kerala,2,1999,2,Sesamum,236,131
Kerala,2,1999,3,Rice,9737,17067
Kerala,2,1999,0,Arecanut,3964,2661
Kerala,2,1999,0,Banana,4200,41312
Kerala,2,1999,0,Black pepper,7002,906
Kerala,2,1999,0,Cashewnut,1576,549
Kerala,2,1999,0,Coconut ,68110,406000000
Kerala,2,1999,0,Dry ginger,469,1592
Kerala,2,1999,0,Sugarcane,15,1890
Kerala,2,1999,0,Sweet potato,8,90
Kerala,2,1999,0,Tapioca,5131,154251
Kerala,2,1999,0,Turmeric,505,864
Kerala,2,1999,4,Rice,17690,33858
Kerala,2,2000,1,Rice,14600,26770
Kerala,2,2000,2,Sesamum,238,100
Kerala,2,2000,3,Rice,7381,11941
Kerala,2,2000,0,Arecanut,4238,3349
Kerala,2,2000,0,Banana,4737,31880
Kerala,2,2000,0,Black pepper,7312,918
Kerala,2,2000,0,Cashewnut,1578,496
Kerala,2,2000,0,Coconut ,67402,358000000
Kerala,2,2000,0,Dry ginger,446,1343
Kerala,2,2000,0,Sugarcane,14,1760
Kerala,2,2000,0,Sweet potato,12,135
Kerala,2,2000,0,Tapioca,5208,154559
Kerala,2,2000,0,Turmeric,575,1186
Kerala,2,2000,4,Rice,15452,26596
Kerala,2,2001,1,Rice,11821,22370
Kerala,2,2001,2,Sesamum,192,82
Kerala,2,2001,3,Rice,6693,10867
Kerala,2,2001,0,Arecanut,4662,3607
Kerala,2,2001,0,Banana,5447,38650
Kerala,2,2001,0,Black pepper,7941,1219
Kerala,2,2001,0,Cashewnut,1468,724
Kerala,2,2001,0,Coconut ,62684,343000000
Kerala,2,2001,0,Dry ginger,462,1399
Kerala,2,2001,0,Rubber,56710,73219
Kerala,2,2001,0,Sugarcane,12,1510
Kerala,2,2001,0,Sweet potato,13,146
Kerala,2,2001,0,Tapioca,5777,143424
Kerala,2,2001,0,Turmeric,639,1456
Kerala,2,2001,4,Rice,14391,26486
Kerala,2,2002,1,Rice,12016,23859
Kerala,2,2002,2,Sesamum,161,47
Kerala,2,2002,3,Rice,6608,11936
Kerala,2,2002,0,Arecanut,4886,3728
Kerala,2,2002,0,Banana,6410,46806
Kerala,2,2002,0,Bhindi,33,0
Kerala,2,2002,0,Bitter Gourd,142,0
Kerala,2,2002,0,Black pepper,7309,1171
Kerala,2,2002,0,Brinjal,21,0
Kerala,2,2002,0,Cashewnut,1364,607
Kerala,2,2002,0,Cashewnut Raw,1364,607
Kerala,2,2002,0,Coconut ,61034,309000000
Kerala,2,2002,0,Drum Stick,910,713
Kerala,2,2002,0,Dry ginger,421,1162
Kerala,2,2002,0,Jack Fruit,4755,18
Kerala,2,2002,0,Mango,4514,16953
Kerala,2,2002,0,Other Fresh Fruits,1078,0
Kerala,2,2002,0,other oilseeds,101,0
Kerala,2,2002,0,Other Vegetables,3013,0
Kerala,2,2002,0,Papaya,1497,7248
Kerala,2,2002,0,Pineapple,6056,56478
Kerala,2,2002,0,Rubber,56737,73752
Kerala,2,2002,0,Snak Guard,95,0
Kerala,2,2002,0,Sugarcane,8,1010
Kerala,2,2002,0,Sweet potato,11,124
Kerala,2,2002,0,Tapioca,5668,170411
Kerala,2,2002,0,Tea,2,0.1
Kerala,2,2002,0,Turmeric,493,1092
Kerala,2,2002,4,Rice,13448,25091
Kerala,2,2003,1,Rice,11291,20467
Kerala,2,2003,2,Sesamum,126,33
Kerala,2,2003,3,Rice,6155,10828
Kerala,2,2003,0,Arecanut,5275,3813
Kerala,2,2003,0,Banana,5872,55367
Kerala,2,2003,0,Bhindi,38,0
Kerala,2,2003,0,Bitter Gourd,140,0
Kerala,2,2003,0,Black pepper,6973,1107
Kerala,2,2003,0,Brinjal,43,0
Kerala,2,2003,0,Cashewnut,1241,528
Kerala,2,2003,0,Coconut ,57964,311000000
Kerala,2,2003,0,Drum Stick,865,675
Kerala,2,2003,0,Dry ginger,349,902
Kerala,2,2003,0,Jack Fruit,4650,20
Kerala,2,2003,0,Mango,4305,17262
Kerala,2,2003,0,Other Fresh Fruits,912,0
Kerala,2,2003,0,Other Vegetables,2239,0
Kerala,2,2003,0,Papaya,1470,7115
Kerala,2,2003,0,Pineapple,6696,57669
Kerala,2,2003,0,Snak Guard,74,0
Kerala,2,2003,0,Sugarcane,1,130
Kerala,2,2003,0,Sweet potato,2,23
Kerala,2,2003,0,Tapioca,5642,163782
Kerala,2,2003,0,Turmeric,484,1074
Kerala,2,2003,4,Rice,12049,22749
Kerala,2,2004,1,Rice,10797,21349
Kerala,2,2004,2,Ragi,1,1
Kerala,2,2004,2,Sesamum,130,23
Kerala,2,2004,3,Rice,4862,8752
Kerala,2,2004,0,Arecanut,5679,4245
Kerala,2,2004,0,Banana,6107,51869
Kerala,2,2004,0,Black pepper,6825,1014
Kerala,2,2004,0,Cashewnut,1167,545
Kerala,2,2004,0,Coconut ,58735,313000000
Kerala,2,2004,0,Dry ginger,295,800
Kerala,2,2004,0,Sugarcane,1,130
Kerala,2,2004,0,Sweet potato,5,58
Kerala,2,2004,0,Tapioca,4415,130038
Kerala,2,2004,0,Turmeric,484,947
Kerala,2,2004,4,Rice,12486,24400
Kerala,2,2005,1,Rice,9976,19168
Kerala,2,2005,2,Sesamum,54,13
Kerala,2,2005,3,Rice,2812,5301
Kerala,2,2005,0,Arecanut,5644,6050
Kerala,2,2005,0,Banana,6308,47906
Kerala,2,2005,0,Black pepper,6700,1274
Kerala,2,2005,0,Cashewnut,1130,507
Kerala,2,2005,0,Coconut ,58553,369000000
Kerala,2,2005,0,Dry ginger,372,1181
Kerala,2,2005,0,Sugarcane,6,400
Kerala,2,2005,0,Tapioca,5636,182605
Kerala,2,2005,0,Turmeric,568,1427
Kerala,2,2005,4,Rice,12146,23564
Kerala,2,2006,1,Rice,5740,11034
Kerala,2,2006,2,Ragi,4,3
Kerala,2,2006,2,Sesamum,68,35
Kerala,2,2006,3,Rice,2455,4432
Kerala,2,2006,0,Arecanut,4908,5020
Kerala,2,2006,0,Banana,6855,59908
Kerala,2,2006,0,Black pepper,6637,1133
Kerala,2,2006,0,Cashewnut,948,438
Kerala,2,2006,0,Coconut ,54710,376000000
Kerala,2,2006,0,Dry ginger,396,1322
Kerala,2,2006,0,Sweet potato,10,116
Kerala,2,2006,0,Tapioca,6117,223441
Kerala,2,2006,0,Turmeric,629,1874
Kerala,2,2006,4,Rice,13700,28541
Kerala,2,2007,1,Rice,4382,8196
Kerala,2,2007,2,Sesamum,48,10
Kerala,2,2007,3,Rice,2236,4123
Kerala,2,2007,0,Arecanut,5207,6395
Kerala,2,2007,0,Banana,6115,49537
Kerala,2,2007,0,Black pepper,6106,995
Kerala,2,2007,0,Cashewnut,783,350
Kerala,2,2007,0,Coconut ,49412,292000000
Kerala,2,2007,0,Dry ginger,337,930
Kerala,2,2007,0,Sugarcane,8,230
Kerala,2,2007,0,Sweet potato,4,46
Kerala,2,2007,0,Tapioca,5148,178642
Kerala,2,2007,0,Turmeric,368,1010
Kerala,2,2007,4,Rice,5725,12088
Kerala,2,2008,1,Rice,5097,10172
Kerala,2,2008,2,Sesamum,26,20
Kerala,2,2008,3,Rice,1962,3401
Kerala,2,2008,0,Arecanut,4783,5564
Kerala,2,2008,0,Banana,6385,60775
Kerala,2,2008,0,Black pepper,5317,928
Kerala,2,2008,0,Cashewnut,596,241
Kerala,2,2008,0,Coconut ,46240,249000000
Kerala,2,2008,0,Dry ginger,260,736
Kerala,2,2008,0,Sugarcane,2,
Kerala,2,2008,0,Sweet potato,4,46
Kerala,2,2008,0,Tapioca,5680,209906
Kerala,2,2008,0,Turmeric,326,869
Kerala,2,2008,4,Rice,5907,12334
Kerala,2,2009,1,Rice,4090,7803
Kerala,2,2009,2,Sesamum,15,2
Kerala,2,2009,3,Rice,1576,2599
Kerala,2,2009,0,Arecanut,4674,5130
Kerala,2,2009,0,Banana,6500,58787
Kerala,2,2009,0,Black pepper,5273,798
Kerala,2,2009,0,Cashewnut,581,218
Kerala,2,2009,0,Coconut ,44475,235000000
Kerala,2,2009,0,Dry ginger,199,588
Kerala,2,2009,0,Sugarcane,5,
Kerala,2,2009,0,Sweet potato,7,81
Kerala,2,2009,0,Tapioca,5265,228343
Kerala,2,2009,0,Turmeric,279,900
Kerala,2,2009,4,Rice,5121,10622
Kerala,2,2010,1,Rice,3353.88,6379.8
Kerala,2,2010,2,Sesamum,6.06,0.75
Kerala,2,2010,3,Rice,1152.89,2242.17
Kerala,2,2010,0,Arecanut,4549.93,4889.9
Kerala,2,2010,0,Banana,6318.15,59939.5
Kerala,2,2010,0,Black pepper,5024.82,717.77
Kerala,2,2010,0,Cashewnut,573.89,184.56
Kerala,2,2010,0,Coconut ,42893.79,221125000
Kerala,2,2010,0,Dry ginger,195.77,638.04
Kerala,2,2010,0,Sugarcane,1.36,
Kerala,2,2010,0,Tapioca,5484.11,221247.66
Kerala,2,2010,0,Turmeric,264.52,888.01
Kerala,2,2010,4,Rice,4508.73,9200.58
Kerala,2,2011,1,Rice,3134.85,6488.16
Kerala,2,2011,2,Sesamum,4.31,0.57
Kerala,2,2011,3,Rice,718.83,1567.97
Kerala,2,2011,0,Arecanut,4943.83,4639.87
Kerala,2,2011,0,Banana,5669.4,54434.51
Kerala,2,2011,0,Black pepper,2456.42,619.85
Kerala,2,2011,0,Cashewnut,648.12,155.76
Kerala,2,2011,0,Coconut ,46376.43,240698000
Kerala,2,2011,0,Dry ginger,197.54,679.56
Kerala,2,2011,0,Potato,4,46
Kerala,2,2011,0,Sugarcane,12.93,
Kerala,2,2011,0,Tapioca,6142.77,241774.09
Kerala,2,2011,0,Turmeric,319.12,1000.26
Kerala,2,2011,4,Rice,3877.16,8516.26
Kerala,2,2012,1,Rice,1370,2693
Kerala,2,2012,3,Rice,343,770
Kerala,2,2012,0,Arecanut,4754,4052
Kerala,2,2012,0,Banana,5586,50746
Kerala,2,2012,0,Black pepper,2113,631
Kerala,2,2012,0,Cashewnut,604,149
Kerala,2,2012,0,Coconut ,43751,209000000
Kerala,2,2012,0,Cowpea(Lobia),156,
Kerala,2,2012,0,Drum Stick,525,563
Kerala,2,2012,0,Dry ginger,131,388
Kerala,2,2012,0,Jack Fruit,3955,
Kerala,2,2012,0,Mango,4123,32276
Kerala,2,2012,0,Moong(Green Gram),2,
Kerala,2,2012,0,Papaya,1162,8391
Kerala,2,2012,0,Pineapple,5413,50706
Kerala,2,2012,0,Pump Kin,57,
Kerala,2,2012,0,Sesamum,13,11
Kerala,2,2012,0,Sugarcane,1,
Kerala,2,2012,0,Sweet potato,4,46
Kerala,2,2012,0,Tapioca,5443,211550
Kerala,2,2012,0,Turmeric,282,759
Kerala,2,2012,4,Rice,2227,5070
Kerala,2,2012,4,Sesamum,13,11
Kerala,2,2013,1,Rice,911,1908
Kerala,2,2013,3,Rice,433,940
Kerala,2,2013,0,Arecanut,4463,3924
Kerala,2,2013,0,Banana,5638,54056
Kerala,2,2013,0,Black pepper,2026,599
Kerala,2,2013,0,Cashewnut,557,168
Kerala,2,2013,0,Coconut ,44582,227000000
Kerala,2,2013,0,Cowpea(Lobia),194,
Kerala,2,2013,0,Drum Stick,553,593
Kerala,2,2013,0,Dry ginger,101,304
Kerala,2,2013,0,Mango,4586,33978
Kerala,2,2013,0,Pump Kin,51,
Kerala,2,2013,0,Sesamum,28,6
Kerala,2,2013,0,Sugarcane,1,
Kerala,2,2013,0,Sweet potato,6,72
Kerala,2,2013,0,Tapioca,4975,205464
Kerala,2,2013,0,Turmeric,206,567
Kerala,2,2013,4,Rice,2708,6208
Kerala,2,2014,1,Rice,1330,2593
Kerala,2,2014,3,Rice,390,857
Kerala,2,2014,0,Arecanut,4133,4533
Kerala,2,2014,0,Banana,4904,44953
Kerala,2,2014,0,Black pepper,1913,539
Kerala,2,2014,0,Cashewnut,430,122
Kerala,2,2014,0,Coconut ,43680,212000000
Kerala,2,2014,0,Cowpea(Lobia),359,
Kerala,2,2014,0,Dry ginger,84,265
Kerala,2,2014,0,Moong(Green Gram),1,
Kerala,2,2014,0,Pump Kin,49,
Kerala,2,2014,0,Sesamum,4,1.07
Kerala,2,2014,0,Sugarcane,0.2,
Kerala,2,2014,0,Sweet potato,3,36
Kerala,2,2014,0,Tapioca,5386,229341
Kerala,2,2014,0,Turmeric,213,640
Kerala,2,2014,4,Rice,2924,6524
Kerala,3,1997,0,Arecanut,4616,7131
Kerala,3,1997,0,Black pepper,45566,18706
Kerala,3,1997,0,Cashewnut,1600,780
Kerala,3,1997,0,Coconut ,31303,148000
Kerala,3,1997,0,Tapioca,10849,317756
Kerala,3,1998,1,Rice,1065,2314
Kerala,3,1998,2,Jowar,2,1
Kerala,3,1998,2,Ragi,42,34
Kerala,3,1998,2,Sesamum,21,1
Kerala,3,1998,3,Rice,329,812
Kerala,3,1998,0,Arecanut,2899,2792
Kerala,3,1998,0,Banana,1771,23692
Kerala,3,1998,0,Black pepper,49749,29372
Kerala,3,1998,0,Cardamom,32686,4556
Kerala,3,1998,0,Cashewnut,1143,536
Kerala,3,1998,0,Coconut ,21444,87000000
Kerala,3,1998,0,Dry ginger,1561,6486
Kerala,3,1998,0,Garlic,742,12614
Kerala,3,1998,0,Sugarcane,2894,202540
Kerala,3,1998,0,Sweet potato,22,250
Kerala,3,1998,0,Tapioca,7027,241324
