State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Kerala,ALAPPUZHA,1999,Whole Year ,Tapioca,4524,90552
Kerala,ALAPPUZHA,1999,Whole Year ,Turmeric,11,13
Kerala,ALAPPUZHA,1999,Winter     ,Rice,10689,27593
Kerala,ALAPPUZHA,2000,Autumn     ,Rice,9808,16384
Kerala,ALAPPUZHA,2000,Kharif     ,Sesamum,617,201
Kerala,ALAPPUZHA,2000,Summer     ,Rice,17536,55953
Kerala,ALAPPUZHA,2000,Whole Year ,Arecanut,2205,917
Kerala,ALAPPUZHA,2000,Whole Year ,Banana,595,4134
Kerala,ALAPPUZHA,2000,Whole Year ,Black pepper,2134,297
Kerala,ALAPPUZHA,2000,Whole Year ,Cashewnut,4728,1234
Kerala,ALAPPUZHA,2000,Whole Year ,Coconut ,59775,288000000
Kerala,ALAPPUZHA,2000,Whole Year ,Dry ginger,161,353
Kerala,ALAPPUZHA,2000,Whole Year ,Sugarcane,116,7900
Kerala,ALAPPUZHA,2000,Whole Year ,Sweet potato,1,12
Kerala,ALAPPUZHA,2000,Whole Year ,Tapioca,4843,81313
Kerala,ALAPPUZHA,2000,Whole Year ,Turmeric,11,12
Kerala,ALAPPUZHA,2000,Winter     ,Rice,10396,31207
Kerala,ALAPPUZHA,2001,Autumn     ,Rice,6851,2390
Kerala,ALAPPUZHA,2001,Kharif     ,Sesamum,140,36
Kerala,ALAPPUZHA,2001,Summer     ,Rice,8741,22668
Kerala,ALAPPUZHA,2001,Whole Year ,Arecanut,2389,792
Kerala,ALAPPUZHA,2001,Whole Year ,Banana,553,3372
Kerala,ALAPPUZHA,2001,Whole Year ,Black pepper,2054,196
Kerala,ALAPPUZHA,2001,Whole Year ,Cashewnut,4472,1355
Kerala,ALAPPUZHA,2001,Whole Year ,Coconut ,57047,280000000
Kerala,ALAPPUZHA,2001,Whole Year ,Dry ginger,180,308
Kerala,ALAPPUZHA,2001,Whole Year ,Rubber,3849,4114
Kerala,ALAPPUZHA,2001,Whole Year ,Sugarcane,104,7080
Kerala,ALAPPUZHA,2001,Whole Year ,Sweet potato,4,48
Kerala,ALAPPUZHA,2001,Whole Year ,Tapioca,4367,72694
Kerala,ALAPPUZHA,2001,Whole Year ,Turmeric,15,20
Kerala,ALAPPUZHA,2001,Winter     ,Rice,17519,47741
Kerala,ALAPPUZHA,2002,Autumn     ,Rice,3721,9467
Kerala,ALAPPUZHA,2002,Kharif     ,Sesamum,74,27
Kerala,ALAPPUZHA,2002,Summer     ,Rice,8765,28992
Kerala,ALAPPUZHA,2002,Whole Year ,Arecanut,2441,1016
Kerala,ALAPPUZHA,2002,Whole Year ,Banana,470,3815
Kerala,ALAPPUZHA,2002,Whole Year ,Bhindi,16,0
Kerala,ALAPPUZHA,2002,Whole Year ,Bitter Gourd,86,0
Kerala,ALAPPUZHA,2002,Whole Year ,Black pepper,1940,174
Kerala,ALAPPUZHA,2002,Whole Year ,Brinjal,55,0
Kerala,ALAPPUZHA,2002,Whole Year ,Cashewnut,4313,1349
Kerala,ALAPPUZHA,2002,Whole Year ,Cashewnut Raw,4313,1349
Kerala,ALAPPUZHA,2002,Whole Year ,Coconut ,55407,267000000
Kerala,ALAPPUZHA,2002,Whole Year ,Drum Stick,825,920
Kerala,ALAPPUZHA,2002,Whole Year ,Dry ginger,125,220
Kerala,ALAPPUZHA,2002,Whole Year ,Jack Fruit,3015,5
Kerala,ALAPPUZHA,2002,Whole Year ,Mango,5708,19244
Kerala,ALAPPUZHA,2002,Whole Year ,Other Fresh Fruits,883,0
Kerala,ALAPPUZHA,2002,Whole Year ,other oilseeds,135,0
Kerala,ALAPPUZHA,2002,Whole Year ,Other Vegetables,1977,0
Kerala,ALAPPUZHA,2002,Whole Year ,Papaya,1099,5467
Kerala,ALAPPUZHA,2002,Whole Year ,Pineapple,105,403
Kerala,ALAPPUZHA,2002,Whole Year ,Rubber,3825,4356
Kerala,ALAPPUZHA,2002,Whole Year ,Snak Guard,76,0
Kerala,ALAPPUZHA,2002,Whole Year ,Sugarcane,120,8170
Kerala,ALAPPUZHA,2002,Whole Year ,Sweet potato,1,12
Kerala,ALAPPUZHA,2002,Whole Year ,Tapioca,4121,70944
Kerala,ALAPPUZHA,2002,Whole Year ,Turmeric,9,11
Kerala,ALAPPUZHA,2002,Winter     ,Rice,17149,53102
Kerala,ALAPPUZHA,2003,Autumn     ,Rice,5650,11736
Kerala,ALAPPUZHA,2003,Kharif     ,Sesamum,168,38
Kerala,ALAPPUZHA,2003,Kharif     ,Small millets,5,4
Kerala,ALAPPUZHA,2003,Summer     ,Rice,9727,21180
Kerala,ALAPPUZHA,2003,Whole Year ,Arecanut,2416,978
Kerala,ALAPPUZHA,2003,Whole Year ,Banana,553,3717
Kerala,ALAPPUZHA,2003,Whole Year ,Bhindi,11,0
Kerala,ALAPPUZHA,2003,Whole Year ,Bitter Gourd,90,0
Kerala,ALAPPUZHA,2003,Whole Year ,Black pepper,1997,167
Kerala,ALAPPUZHA,2003,Whole Year ,Brinjal,56,0
Kerala,ALAPPUZHA,2003,Whole Year ,Cashewnut,4092,1394
Kerala,ALAPPUZHA,2003,Whole Year ,Coconut ,55982,312000000
Kerala,ALAPPUZHA,2003,Whole Year ,Drum Stick,851,945
Kerala,ALAPPUZHA,2003,Whole Year ,Dry ginger,117,198
Kerala,ALAPPUZHA,2003,Whole Year ,Jack Fruit,3015,7
Kerala,ALAPPUZHA,2003,Whole Year ,Mango,5371,19968
Kerala,ALAPPUZHA,2003,Whole Year ,Other Fresh Fruits,762,0
Kerala,ALAPPUZHA,2003,Whole Year ,Other Vegetables,2262,0
Kerala,ALAPPUZHA,2003,Whole Year ,Papaya,1123,5581
Kerala,ALAPPUZHA,2003,Whole Year ,Pineapple,87,392
Kerala,ALAPPUZHA,2003,Whole Year ,Snak Guard,93,0
Kerala,ALAPPUZHA,2003,Whole Year ,Sugarcane,162,11030
Kerala,ALAPPUZHA,2003,Whole Year ,Sweet potato,1,12
Kerala,ALAPPUZHA,2003,Whole Year ,Tapioca,3602,85333
Kerala,ALAPPUZHA,2003,Whole Year ,Turmeric,8,7
Kerala,ALAPPUZHA,2003,Winter     ,Rice,16706,30092
Kerala,ALAPPUZHA,2004,Autumn     ,Rice,6366,18345
Kerala,ALAPPUZHA,2004,Kharif     ,Sesamum,176,48
Kerala,ALAPPUZHA,2004,Summer     ,Rice,11991,27680
Kerala,ALAPPUZHA,2004,Whole Year ,Arecanut,2376,1006
Kerala,ALAPPUZHA,2004,Whole Year ,Banana,564,3725
Kerala,ALAPPUZHA,2004,Whole Year ,Black pepper,2079,181
Kerala,ALAPPUZHA,2004,Whole Year ,Cashewnut,3749,1016
Kerala,ALAPPUZHA,2004,Whole Year ,Coconut ,56325,328000000
Kerala,ALAPPUZHA,2004,Whole Year ,Dry ginger,92,182
Kerala,ALAPPUZHA,2004,Whole Year ,Sugarcane,152,10350
Kerala,ALAPPUZHA,2004,Whole Year ,Sweet potato,8,96
Kerala,ALAPPUZHA,2004,Whole Year ,Tapioca,3462,82144
Kerala,ALAPPUZHA,2004,Whole Year ,Turmeric,11,12
Kerala,ALAPPUZHA,2004,Winter     ,Rice,13801,32466
Kerala,ALAPPUZHA,2005,Autumn     ,Rice,8643,16555
Kerala,ALAPPUZHA,2005,Kharif     ,Sesamum,62,17
Kerala,ALAPPUZHA,2005,Summer     ,Rice,4465,11764
Kerala,ALAPPUZHA,2005,Whole Year ,Arecanut,2353,950
Kerala,ALAPPUZHA,2005,Whole Year ,Banana,578,3927
Kerala,ALAPPUZHA,2005,Whole Year ,Black pepper,2000,177
Kerala,ALAPPUZHA,2005,Whole Year ,Cashewnut,3525,1182
Kerala,ALAPPUZHA,2005,Whole Year ,Coconut ,56154,357000000
Kerala,ALAPPUZHA,2005,Whole Year ,Dry ginger,34,73
Kerala,ALAPPUZHA,2005,Whole Year ,Sugarcane,8,440
Kerala,ALAPPUZHA,2005,Whole Year ,Sweet potato,2,24
Kerala,ALAPPUZHA,2005,Whole Year ,Tapioca,2668,62286
Kerala,ALAPPUZHA,2005,Whole Year ,Turmeric,11,13
Kerala,ALAPPUZHA,2005,Winter     ,Rice,15660,43429
Kerala,ALAPPUZHA,2006,Autumn     ,Rice,7594,22287
Kerala,ALAPPUZHA,2006,Kharif     ,Sesamum,192,72
Kerala,ALAPPUZHA,2006,Summer     ,Rice,9770,27762
Kerala,ALAPPUZHA,2006,Whole Year ,Arecanut,2021,671
Kerala,ALAPPUZHA,2006,Whole Year ,Banana,601,4310
Kerala,ALAPPUZHA,2006,Whole Year ,Black pepper,1872,232
Kerala,ALAPPUZHA,2006,Whole Year ,Cashewnut,2995,978
Kerala,ALAPPUZHA,2006,Whole Year ,Coconut ,48726,360000000
Kerala,ALAPPUZHA,2006,Whole Year ,Dry ginger,66,163
Kerala,ALAPPUZHA,2006,Whole Year ,Sugarcane,48,2860
Kerala,ALAPPUZHA,2006,Whole Year ,Sweet potato,6,72
Kerala,ALAPPUZHA,2006,Whole Year ,Tapioca,2664,66790
Kerala,ALAPPUZHA,2006,Whole Year ,Turmeric,20,21
Kerala,ALAPPUZHA,2006,Winter     ,Rice,13696,40111
Kerala,ALAPPUZHA,2007,Autumn     ,Rice,7991,14128
Kerala,ALAPPUZHA,2007,Kharif     ,Ragi,1,1
Kerala,ALAPPUZHA,2007,Kharif     ,Sesamum,61,12
Kerala,ALAPPUZHA,2007,Summer     ,Rice,15291,26776
Kerala,ALAPPUZHA,2007,Whole Year ,Arecanut,1696,687
Kerala,ALAPPUZHA,2007,Whole Year ,Banana,635,4072
Kerala,ALAPPUZHA,2007,Whole Year ,Black pepper,1790,207
Kerala,ALAPPUZHA,2007,Whole Year ,Cashewnut,2515,993
Kerala,ALAPPUZHA,2007,Whole Year ,Coconut ,43976,301000000
Kerala,ALAPPUZHA,2007,Whole Year ,Dry ginger,94,172
Kerala,ALAPPUZHA,2007,Whole Year ,Sugarcane,25,1870
Kerala,ALAPPUZHA,2007,Whole Year ,Sweet potato,6,72
Kerala,ALAPPUZHA,2007,Whole Year ,Tapioca,2516,70918
Kerala,ALAPPUZHA,2007,Whole Year ,Turmeric,28,34
Kerala,ALAPPUZHA,2007,Winter     ,Rice,10053,21366
Kerala,ALAPPUZHA,2008,Autumn     ,Rice,8755,26254
Kerala,ALAPPUZHA,2008,Kharif     ,Sesamum,93,78
Kerala,ALAPPUZHA,2008,Summer     ,Rice,18121,55997
Kerala,ALAPPUZHA,2008,Whole Year ,Arecanut,1577,955
Kerala,ALAPPUZHA,2008,Whole Year ,Banana,563,3790
Kerala,ALAPPUZHA,2008,Whole Year ,Black pepper,1357,126
Kerala,ALAPPUZHA,2008,Whole Year ,Cashewnut,2150,668
Kerala,ALAPPUZHA,2008,Whole Year ,Coconut ,38859,275000000
Kerala,ALAPPUZHA,2008,Whole Year ,Dry ginger,81,203
Kerala,ALAPPUZHA,2008,Whole Year ,Sugarcane,60,5530
Kerala,ALAPPUZHA,2008,Whole Year ,Sweet potato,7,84
Kerala,ALAPPUZHA,2008,Whole Year ,Tapioca,3272,95578
Kerala,ALAPPUZHA,2008,Whole Year ,Turmeric,22,31
Kerala,ALAPPUZHA,2008,Winter     ,Rice,7267,21999
Kerala,ALAPPUZHA,2009,Autumn     ,Rice,9128,28912
Kerala,ALAPPUZHA,2009,Kharif     ,Sesamum,238,50
Kerala,ALAPPUZHA,2009,Summer     ,Rice,16820,46392
Kerala,ALAPPUZHA,2009,Whole Year ,Arecanut,1711,1008
Kerala,ALAPPUZHA,2009,Whole Year ,Banana,538,4322
Kerala,ALAPPUZHA,2009,Whole Year ,Black pepper,1387,134
Kerala,ALAPPUZHA,2009,Whole Year ,Cashewnut,2110,814
Kerala,ALAPPUZHA,2009,Whole Year ,Coconut ,39816,257000000
Kerala,ALAPPUZHA,2009,Whole Year ,Dry ginger,61,168
Kerala,ALAPPUZHA,2009,Whole Year ,Sugarcane,66,5790
Kerala,ALAPPUZHA,2009,Whole Year ,Sweet potato,4,48
Kerala,ALAPPUZHA,2009,Whole Year ,Tapioca,2687,73478
Kerala,ALAPPUZHA,2009,Whole Year ,Turmeric,12,21
Kerala,ALAPPUZHA,2009,Winter     ,Rice,7492,22672
Kerala,ALAPPUZHA,2010,Autumn     ,Rice,10445.22,23855.73
Kerala,ALAPPUZHA,2010,Kharif     ,Sesamum,43.05,5.7
Kerala,ALAPPUZHA,2010,Summer     ,Rice,22744.6,58234.49
Kerala,ALAPPUZHA,2010,Whole Year ,Arecanut,1608.73,769.04
Kerala,ALAPPUZHA,2010,Whole Year ,Banana,660.15,5202.36
Kerala,ALAPPUZHA,2010,Whole Year ,Black pepper,1506.15,150.73
Kerala,ALAPPUZHA,2010,Whole Year ,Cashewnut,2092.85,492.62
Kerala,ALAPPUZHA,2010,Whole Year ,Coconut ,39343.71,263500000
Kerala,ALAPPUZHA,2010,Whole Year ,Dry ginger,87.46,263.71
Kerala,ALAPPUZHA,2010,Whole Year ,Sugarcane,54.25,4752
Kerala,ALAPPUZHA,2010,Whole Year ,Tapioca,2788.49,76992.07
Kerala,ALAPPUZHA,2010,Whole Year ,Turmeric,22.2,31.17
Kerala,ALAPPUZHA,2010,Winter     ,Rice,3869.68,9234.54
Kerala,ALAPPUZHA,2011,Autumn     ,Rice,9966.03,30522.44
Kerala,ALAPPUZHA,2011,Kharif     ,Sesamum,13.93,4.58
Kerala,ALAPPUZHA,2011,Summer     ,Rice,17169.79,53156.99
Kerala,ALAPPUZHA,2011,Whole Year ,Arecanut,1615.43,659.29
Kerala,ALAPPUZHA,2011,Whole Year ,Banana,454.95,3604.05
Kerala,ALAPPUZHA,2011,Whole Year ,Black pepper,724.76,136.22
Kerala,ALAPPUZHA,2011,Whole Year ,Cashewnut,2559.81,547.69
Kerala,ALAPPUZHA,2011,Whole Year ,Coconut ,38555.94,219318000
Kerala,ALAPPUZHA,2011,Whole Year ,Dry ginger,93.64,298.28
Kerala,ALAPPUZHA,2011,Whole Year ,Potato,7,84
Kerala,ALAPPUZHA,2011,Whole Year ,Sugarcane,94.93,8337.2
Kerala,ALAPPUZHA,2011,Whole Year ,Tapioca,2450.86,61076.79
Kerala,ALAPPUZHA,2011,Whole Year ,Turmeric,20.6,41.57
Kerala,ALAPPUZHA,2011,Winter     ,Rice,9115.09,28301.03
Kerala,ALAPPUZHA,2012,Autumn     ,Rice,10758,32362
Kerala,ALAPPUZHA,2012,Summer     ,Rice,20325,57043
Kerala,ALAPPUZHA,2012,Whole Year ,Arecanut,1387,682
Kerala,ALAPPUZHA,2012,Whole Year ,Banana,631,5002
Kerala,ALAPPUZHA,2012,Whole Year ,Black pepper,639,148
Kerala,ALAPPUZHA,2012,Whole Year ,Cashewnut,2110,436
Kerala,ALAPPUZHA,2012,Whole Year ,Coconut ,36986,233000000
Kerala,ALAPPUZHA,2012,Whole Year ,Cowpea(Lobia),2,
Kerala,ALAPPUZHA,2012,Whole Year ,Drum Stick,457,277
Kerala,ALAPPUZHA,2012,Whole Year ,Dry ginger,89,261
Kerala,ALAPPUZHA,2012,Whole Year ,Jack Fruit,2199,
Kerala,ALAPPUZHA,2012,Whole Year ,Mango,3786,16221
Kerala,ALAPPUZHA,2012,Whole Year ,Moong(Green Gram),33,
Kerala,ALAPPUZHA,2012,Whole Year ,Papaya,1010,9255
Kerala,ALAPPUZHA,2012,Whole Year ,Pineapple,81,569
Kerala,ALAPPUZHA,2012,Whole Year ,Pump Kin,30,
Kerala,ALAPPUZHA,2012,Whole Year ,Sesamum,60,23
Kerala,ALAPPUZHA,2012,Whole Year ,Sugarcane,73,639
Kerala,ALAPPUZHA,2012,Whole Year ,Sweet potato,2,21
Kerala,ALAPPUZHA,2012,Whole Year ,Tapioca,2545,72919
Kerala,ALAPPUZHA,2012,Whole Year ,Turmeric,33,63
Kerala,ALAPPUZHA,2012,Winter     ,Rice,5112,15188
Kerala,ALAPPUZHA,2012,Winter     ,Sesamum,60,23
Kerala,ALAPPUZHA,2013,Autumn     ,Rice,6339,20589
Kerala,ALAPPUZHA,2013,Summer     ,Rice,19626,50082
Kerala,ALAPPUZHA,2013,Whole Year ,Arecanut,1304,513
Kerala,ALAPPUZHA,2013,Whole Year ,Banana,472,4481
Kerala,ALAPPUZHA,2013,Whole Year ,Black pepper,663,158
Kerala,ALAPPUZHA,2013,Whole Year ,Cashewnut,2118,433
Kerala,ALAPPUZHA,2013,Whole Year ,Coconut ,36880,217000000
Kerala,ALAPPUZHA,2013,Whole Year ,Drum Stick,482,292
Kerala,ALAPPUZHA,2013,Whole Year ,Dry ginger,85,292
Kerala,ALAPPUZHA,2013,Whole Year ,Mango,4179,18300
Kerala,ALAPPUZHA,2013,Whole Year ,Moong(Green Gram),20,
Kerala,ALAPPUZHA,2013,Whole Year ,Pump Kin,38,
Kerala,ALAPPUZHA,2013,Whole Year ,Sesamum,41,12
Kerala,ALAPPUZHA,2013,Whole Year ,Sugarcane,45,403
Kerala,ALAPPUZHA,2013,Whole Year ,Sweet potato,3,33
Kerala,ALAPPUZHA,2013,Whole Year ,Tapioca,2511,62212
Kerala,ALAPPUZHA,2013,Whole Year ,Turmeric,31,63
Kerala,ALAPPUZHA,2013,Winter     ,Rice,11438,36195
Kerala,ALAPPUZHA,2014,Autumn     ,Rice,11073,28432
Kerala,ALAPPUZHA,2014,Summer     ,Rice,18685,60549
Kerala,ALAPPUZHA,2014,Whole Year ,Arecanut,1332,641
Kerala,ALAPPUZHA,2014,Whole Year ,Banana,450,3733
Kerala,ALAPPUZHA,2014,Whole Year ,Black pepper,614,147
Kerala,ALAPPUZHA,2014,Whole Year ,Cashewnut,1921,318
Kerala,ALAPPUZHA,2014,Whole Year ,Coconut ,35161,218000000
Kerala,ALAPPUZHA,2014,Whole Year ,Cowpea(Lobia),8,
Kerala,ALAPPUZHA,2014,Whole Year ,Drum Stick,494,334
Kerala,ALAPPUZHA,2014,Whole Year ,Dry ginger,77,261
Kerala,ALAPPUZHA,2014,Whole Year ,Mango,4123,20707
Kerala,ALAPPUZHA,2014,Whole Year ,Moong(Green Gram),48,
Kerala,ALAPPUZHA,2014,Whole Year ,Papaya,960,7925
Kerala,ALAPPUZHA,2014,Whole Year ,Pineapple,72,681
Kerala,ALAPPUZHA,2014,Whole Year ,Pump Kin,41,
Kerala,ALAPPUZHA,2014,Whole Year ,Sesamum,62,16.87
Kerala,ALAPPUZHA,2014,Whole Year ,Sugarcane,54.9,25
Kerala,ALAPPUZHA,2014,Whole Year ,Sweet potato,7,75
Kerala,ALAPPUZHA,2014,Whole Year ,Tapioca,2670,87834
Kerala,ALAPPUZHA,2014,Whole Year ,Turmeric,36,78
Kerala,ALAPPUZHA,2014,Winter     ,Rice,4657,14114
Kerala,ERNAKULAM,1997,Whole Year ,Arecanut,3513,6148
Kerala,ERNAKULAM,1997,Whole Year ,Black pepper,6659,1114
Kerala,ERNAKULAM,1997,Whole Year ,Cashewnut,2389,1316
Kerala,ERNAKULAM,1997,Whole Year ,Coconut ,61016,382000
Kerala,ERNAKULAM,1997,Whole Year ,Tapioca,5732,134817
Kerala,ERNAKULAM,1998,Autumn     ,Rice,16822,28778
Kerala,ERNAKULAM,1998,Kharif     ,Sesamum,589,311
Kerala,ERNAKULAM,1998,Summer     ,Rice,12446,19138
Kerala,ERNAKULAM,1998,Whole Year ,Arecanut,3604,1941
Kerala,ERNAKULAM,1998,Whole Year ,Banana,3026,41314
Kerala,ERNAKULAM,1998,Whole Year ,Black pepper,6039,1026
Kerala,ERNAKULAM,1998,Whole Year ,Cashewnut,1374,517
Kerala,ERNAKULAM,1998,Whole Year ,Coconut ,61719,345000000
Kerala,ERNAKULAM,1998,Whole Year ,Dry chillies,10,9
Kerala,ERNAKULAM,1998,Whole Year ,Dry ginger,442,1234
Kerala,ERNAKULAM,1998,Whole Year ,Sugarcane,12,840
Kerala,ERNAKULAM,1998,Whole Year ,Sweet potato,4,45
Kerala,ERNAKULAM,1998,Whole Year ,Tapioca,5021,140764
Kerala,ERNAKULAM,1998,Whole Year ,Turmeric,436,746
Kerala,ERNAKULAM,1998,Winter     ,Rice,20462,36613
Kerala,ERNAKULAM,1999,Autumn     ,Rice,15467,31401
Kerala,ERNAKULAM,1999,Kharif     ,Sesamum,236,131
Kerala,ERNAKULAM,1999,Summer     ,Rice,9737,17067
Kerala,ERNAKULAM,1999,Whole Year ,Arecanut,3964,2661
Kerala,ERNAKULAM,1999,Whole Year ,Banana,4200,41312
Kerala,ERNAKULAM,1999,Whole Year ,Black pepper,7002,906
Kerala,ERNAKULAM,1999,Whole Year ,Cashewnut,1576,549
Kerala,ERNAKULAM,1999,Whole Year ,Coconut ,68110,406000000
Kerala,ERNAKULAM,1999,Whole Year ,Dry ginger,469,1592
Kerala,ERNAKULAM,1999,Whole Year ,Sugarcane,15,1890
Kerala,ERNAKULAM,1999,Whole Year ,Sweet potato,8,90
Kerala,ERNAKULAM,1999,Whole Year ,Tapioca,5131,154251
Kerala,ERNAKULAM,1999,Whole Year ,Turmeric,505,864
Kerala,ERNAKULAM,1999,Winter     ,Rice,17690,33858
Kerala,ERNAKULAM,2000,Autumn     ,Rice,14600,26770
Kerala,ERNAKULAM,2000,Kharif     ,Sesamum,238,100
Kerala,ERNAKULAM,2000,Summer     ,Rice,7381,11941
Kerala,ERNAKULAM,2000,Whole Year ,Arecanut,4238,3349
Kerala,ERNAKULAM,2000,Whole Year ,Banana,4737,31880
Kerala,ERNAKULAM,2000,Whole Year ,Black pepper,7312,918
Kerala,ERNAKULAM,2000,Whole Year ,Cashewnut,1578,496
Kerala,ERNAKULAM,2000,Whole Year ,Coconut ,67402,358000000
Kerala,ERNAKULAM,2000,Whole Year ,Dry ginger,446,1343
Kerala,ERNAKULAM,2000,Whole Year ,Sugarcane,14,1760
Kerala,ERNAKULAM,2000,Whole Year ,Sweet potato,12,135
Kerala,ERNAKULAM,2000,Whole Year ,Tapioca,5208,154559
Kerala,ERNAKULAM,2000,Whole Year ,Turmeric,575,1186
Kerala,ERNAKULAM,2000,Winter     ,Rice,15452,26596
Kerala,ERNAKULAM,2001,Autumn     ,Rice,11821,22370
Kerala,ERNAKULAM,2001,Kharif     ,Sesamum,192,82
Kerala,ERNAKULAM,2001,Summer     ,Rice,6693,10867
Kerala,ERNAKULAM,2001,Whole Year ,Arecanut,4662,3607
Kerala,ERNAKULAM,2001,Whole Year ,Banana,5447,38650
Kerala,ERNAKULAM,2001,Whole Year ,Black pepper,7941,1219
Kerala,ERNAKULAM,2001,Whole Year ,Cashewnut,1468,724
Kerala,ERNAKULAM,2001,Whole Year ,Coconut ,62684,343000000
Kerala,ERNAKULAM,2001,Whole Year ,Dry ginger,462,1399
Kerala,ERNAKULAM,2001,Whole Year ,Rubber,56710,73219
Kerala,ERNAKULAM,2001,Whole Year ,Sugarcane,12,1510
Kerala,ERNAKULAM,2001,Whole Year ,Sweet potato,13,146
Kerala,ERNAKULAM,2001,Whole Year ,Tapioca,5777,143424
Kerala,ERNAKULAM,2001,Whole Year ,Turmeric,639,1456
Kerala,ERNAKULAM,2001,Winter     ,Rice,14391,26486
Kerala,ERNAKULAM,2002,Autumn     ,Rice,12016,23859
Kerala,ERNAKULAM,2002,Kharif     ,Sesamum,161,47
Kerala,ERNAKULAM,2002,Summer     ,Rice,6608,11936
Kerala,ERNAKULAM,2002,Whole Year ,Arecanut,4886,3728
Kerala,ERNAKULAM,2002,Whole Year ,Banana,6410,46806
Kerala,ERNAKULAM,2002,Whole Year ,Bhindi,33,0
Kerala,ERNAKULAM,2002,Whole Year ,Bitter Gourd,142,0
Kerala,ERNAKULAM,2002,Whole Year ,Black pepper,7309,1171
Kerala,ERNAKULAM,2002,Whole Year ,Brinjal,21,0
Kerala,ERNAKULAM,2002,Whole Year ,Cashewnut,1364,607
Kerala,ERNAKULAM,2002,Whole Year ,Cashewnut Raw,1364,607
Kerala,ERNAKULAM,2002,Whole Year ,Coconut ,61034,309000000
Kerala,ERNAKULAM,2002,Whole Year ,Drum Stick,910,713
Kerala,ERNAKULAM,2002,Whole Year ,Dry ginger,421,1162
Kerala,ERNAKULAM,2002,Whole Year ,Jack Fruit,4755,18
Kerala,ERNAKULAM,2002,Whole Year ,Mango,4514,16953
Kerala,ERNAKULAM,2002,Whole Year ,Other Fresh Fruits,1078,0
Kerala,ERNAKULAM,2002,Whole Year ,other oilseeds,101,0
Kerala,ERNAKULAM,2002,Whole Year ,Other Vegetables,3013,0
Kerala,ERNAKULAM,2002,Whole Year ,Papaya,1497,7248
Kerala,ERNAKULAM,2002,Whole Year ,Pineapple,6056,56478
Kerala,ERNAKULAM,2002,Whole Year ,Rubber,56737,73752
Kerala,ERNAKULAM,2002,Whole Year ,Snak Guard,95,0
Kerala,ERNAKULAM,2002,Whole Year ,Sugarcane,8,1010
Kerala,ERNAKULAM,2002,Whole Year ,Sweet potato,11,124
Kerala,ERNAKULAM,2002,Whole Year ,Tapioca,5668,170411
Kerala,ERNAKULAM,2002,Whole Year ,Tea,2,0.1
Kerala,ERNAKULAM,2002,Whole Year ,Turmeric,493,1092
Kerala,ERNAKULAM,2002,Winter     ,Rice,13448,25091
Kerala,ERNAKULAM,2003,Autumn     ,Rice,11291,20467
Kerala,ERNAKULAM,2003,Kharif     ,Sesamum,126,33
Kerala,ERNAKULAM,2003,Summer     ,Rice,6155,10828
Kerala,ERNAKULAM,2003,Whole Year ,Arecanut,5275,3813
Kerala,ERNAKULAM,2003,Whole Year ,Banana,5872,55367
Kerala,ERNAKULAM,2003,Whole Year ,Bhindi,38,0
